"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Tue Apr 01 08:05:02 GMT 2025","Tue Apr 01 08:05:02 GMT 2025","0","Surefire suite","Surefire test","org.example.teamcity.api.project.ProjectCreateTest","org.example.teamcity.api.project.ProjectCreateTest","userCreatesProjectWithSameId","User should not be able to create project with duplicate Id (same case)",""
"skipped","Tue Apr 01 08:05:02 GMT 2025","Tue Apr 01 08:05:02 GMT 2025","0","Surefire suite","Surefire test","org.example.teamcity.api.project.ProjectCreateTest","org.example.teamcity.api.project.ProjectCreateTest","userCreatesProjectWithInvalidId","User should not be able to create project with invalid Id",""
"skipped","Tue Apr 01 08:05:02 GMT 2025","Tue Apr 01 08:05:02 GMT 2025","0","Surefire suite","Surefire test","org.example.teamcity.api.project.ProjectCreateTest","org.example.teamcity.api.project.ProjectCreateTest","userCreatesProjectWithInvalidId","User should not be able to create project with invalid Id",""
"skipped","Tue Apr 01 08:05:02 GMT 2025","Tue Apr 01 08:05:02 GMT 2025","0","Surefire suite","Surefire test","org.example.teamcity.api.project.ProjectCreateTest","org.example.teamcity.api.project.ProjectCreateTest","userCreatesProjectWithMinLengthName","User should be able to create a project if name has 1 symbol",""
"skipped","Tue Apr 01 08:05:02 GMT 2025","Tue Apr 01 08:05:02 GMT 2025","0","Surefire suite","Surefire test","org.example.teamcity.api.project.ProjectCreateTest","org.example.teamcity.api.project.ProjectCreateTest","userCreatesProjectWithNullParent","User should be able to create project with parentProject = null",""
"skipped","Tue Apr 01 08:05:02 GMT 2025","Tue Apr 01 08:05:02 GMT 2025","0","Surefire suite","Surefire test","org.example.teamcity.api.project.ProjectCreateTest","org.example.teamcity.api.project.ProjectCreateTest","userCreatesProjectWithInvalidId","User should not be able to create project with invalid Id",""
"skipped","Tue Apr 01 08:05:02 GMT 2025","Tue Apr 01 08:05:02 GMT 2025","0","Surefire suite","Surefire test","org.example.teamcity.api.project.ProjectCreateTest","org.example.teamcity.api.project.ProjectCreateTest","userCreatesProjectWithInvalidId","User should not be able to create project with invalid Id",""
"skipped","Tue Apr 01 08:05:02 GMT 2025","Tue Apr 01 08:05:02 GMT 2025","0","Surefire suite","Surefire test","org.example.teamcity.api.project.ProjectCreateTest","org.example.teamcity.api.project.ProjectCreateTest","userCreatesProjectWithInvalidId","User should not be able to create project with invalid Id",""
"skipped","Tue Apr 01 08:05:02 GMT 2025","Tue Apr 01 08:05:02 GMT 2025","0","Surefire suite","Surefire test","org.example.teamcity.api.project.ProjectCreateTest","org.example.teamcity.api.project.ProjectCreateTest","userCreatesProjectWithNullId","User should be able to create project with Id = null",""
"skipped","Tue Apr 01 08:05:02 GMT 2025","Tue Apr 01 08:05:02 GMT 2025","1","Surefire suite","Surefire test","org.example.teamcity.api.project.ProjectCreateTest","org.example.teamcity.api.project.ProjectCreateTest","userCreatesProjectWithEmptyName","User should not be able to create project with empty Name",""
"skipped","Tue Apr 01 08:05:02 GMT 2025","Tue Apr 01 08:05:02 GMT 2025","0","Surefire suite","Surefire test","org.example.teamcity.api.project.ProjectCreateTest","org.example.teamcity.api.project.ProjectCreateTest","userCreatesProjectWithInvalidId","User should not be able to create project with invalid Id",""
"skipped","Tue Apr 01 08:05:01 GMT 2025","Tue Apr 01 08:05:01 GMT 2025","0","Surefire suite","Surefire test","org.example.teamcity.api.project.ProjectCreateTest","org.example.teamcity.api.project.ProjectCreateTest","userCreatesProjectWithCyrillicName","User should be able to create a project if name has cyrillic symbols",""
"skipped","Tue Apr 01 08:05:02 GMT 2025","Tue Apr 01 08:05:02 GMT 2025","0","Surefire suite","Surefire test","org.example.teamcity.api.project.ProjectCreateTest","org.example.teamcity.api.project.ProjectCreateTest","userCreatesProjectWithDifferentRoles","User should not be able to create project without privileged role",""
"skipped","Tue Apr 01 08:05:02 GMT 2025","Tue Apr 01 08:05:02 GMT 2025","0","Surefire suite","Surefire test","org.example.teamcity.api.project.ProjectCreateTest","org.example.teamcity.api.project.ProjectCreateTest","userCreatesProjectWithInvalidId","User should not be able to create project with invalid Id",""
"skipped","Tue Apr 01 08:05:02 GMT 2025","Tue Apr 01 08:05:02 GMT 2025","1","Surefire suite","Surefire test","org.example.teamcity.api.project.ProjectCreateTest","org.example.teamcity.api.project.ProjectCreateTest","userCreatesProjectWithInvalidId","User should not be able to create project with invalid Id",""
"skipped","Tue Apr 01 08:05:04 GMT 2025","Tue Apr 01 08:05:04 GMT 2025","0","Surefire suite","Surefire test","org.example.teamcity.api.build.StartBuildTest","org.example.teamcity.api.build.StartBuildTest","userStartsBuildWithWireMockTest","User should be able to start build (with WireMock)",""
"broken","Tue Apr 01 08:05:01 GMT 2025","Tue Apr 01 08:05:01 GMT 2025","50","Surefire suite","Surefire test","org.example.teamcity.api.BuildTypeTest","org.example.teamcity.api.BuildTypeTest","userCreatesBuildTypeTest","User should be able to create build type",""
