"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Mar 31 20:52:07 GMT 2025","Mon Mar 31 20:52:57 GMT 2025","50091","Surefire suite","Surefire test","org.example.teamcity.ui.SetupServerTest","org.example.teamcity.ui.SetupServerTest","setupTeamCityServerTest","setupTeamCityServerTest",""
"passed","Mon Mar 31 20:53:17 GMT 2025","Mon Mar 31 20:53:17 GMT 2025","109","Surefire suite","Surefire test","org.example.teamcity.api.project.ProjectCreateTest","org.example.teamcity.api.project.ProjectCreateTest","userCreatesProjectWithCorrectData","User should be able to create project with correct data",""
"passed","Mon Mar 31 20:53:28 GMT 2025","Mon Mar 31 20:53:28 GMT 2025","65","Surefire suite","Surefire test","org.example.teamcity.api.project.ProjectCreateTest","org.example.teamcity.api.project.ProjectCreateTest","userCreatesProjectWithInvalidId","User should not be able to create project with invalid Id",""
"passed","Mon Mar 31 20:53:25 GMT 2025","Mon Mar 31 20:53:25 GMT 2025","70","Surefire suite","Surefire test","org.example.teamcity.api.project.ProjectCreateTest","org.example.teamcity.api.project.ProjectCreateTest","userCreatesProjectWithInvalidId","User should not be able to create project with invalid Id",""
"passed","Mon Mar 31 20:53:22 GMT 2025","Mon Mar 31 20:53:22 GMT 2025","53","Surefire suite","Surefire test","org.example.teamcity.api.project.ProjectCreateTest","org.example.teamcity.api.project.ProjectCreateTest","userCreatesProjectWithInvalidId","User should not be able to create project with invalid Id",""
"passed","Mon Mar 31 20:53:27 GMT 2025","Mon Mar 31 20:53:27 GMT 2025","52","Surefire suite","Surefire test","org.example.teamcity.api.project.ProjectCreateTest","org.example.teamcity.api.project.ProjectCreateTest","userCreatesProjectWithInvalidId","User should not be able to create project with invalid Id",""
"passed","Mon Mar 31 20:53:12 GMT 2025","Mon Mar 31 20:53:13 GMT 2025","490","Surefire suite","Surefire test","org.example.teamcity.api.BuildTypeTest","org.example.teamcity.api.BuildTypeTest","userCreatesBuildTypeTest2","User should be able to create build type",""
"passed","Mon Mar 31 20:53:21 GMT 2025","Mon Mar 31 20:53:21 GMT 2025","69","Surefire suite","Surefire test","org.example.teamcity.api.project.ProjectCreateTest","org.example.teamcity.api.project.ProjectCreateTest","userCreatesProjectWithInvalidId","User should not be able to create project with invalid Id",""
"passed","Mon Mar 31 20:53:34 GMT 2025","Mon Mar 31 20:53:34 GMT 2025","45","Surefire suite","Surefire test","org.example.teamcity.api.build.StartBuildTest","org.example.teamcity.api.build.StartBuildTest","userStartsBuildWithWireMockTest","User should be able to start build (with WireMock)",""
"passed","Mon Mar 31 20:53:23 GMT 2025","Mon Mar 31 20:53:23 GMT 2025","73","Surefire suite","Surefire test","org.example.teamcity.api.project.ProjectCreateTest","org.example.teamcity.api.project.ProjectCreateTest","userCreatesProjectWithInvalidId","User should not be able to create project with invalid Id",""
"passed","Mon Mar 31 20:53:33 GMT 2025","Mon Mar 31 20:53:33 GMT 2025","368","Surefire suite","Surefire test","org.example.teamcity.api.build.StartBuildTest","org.example.teamcity.api.build.StartBuildTest","userStartsBuildAndReadsLogsWithWiremock","User should be able to start build and retrieve logs (with Wiremock)",""
"passed","Mon Mar 31 20:53:26 GMT 2025","Mon Mar 31 20:53:26 GMT 2025","83","Surefire suite","Surefire test","org.example.teamcity.api.project.ProjectCreateTest","org.example.teamcity.api.project.ProjectCreateTest","userCreatesProjectWithInvalidId","User should not be able to create project with invalid Id",""
"passed","Mon Mar 31 20:53:15 GMT 2025","Mon Mar 31 20:53:15 GMT 2025","441","Surefire suite","Surefire test","org.example.teamcity.api.project.ProjectCreateTest","org.example.teamcity.api.project.ProjectCreateTest","userCreatesProjectByCopying","User should be able to create a copy of a project with or without all associated settings",""
"passed","Mon Mar 31 20:53:24 GMT 2025","Mon Mar 31 20:53:24 GMT 2025","78","Surefire suite","Surefire test","org.example.teamcity.api.project.ProjectCreateTest","org.example.teamcity.api.project.ProjectCreateTest","userCreatesProjectWithInvalidId","User should not be able to create project with invalid Id",""
"passed","Mon Mar 31 20:53:19 GMT 2025","Mon Mar 31 20:53:19 GMT 2025","38","Surefire suite","Surefire test","org.example.teamcity.api.project.ProjectCreateTest","org.example.teamcity.api.project.ProjectCreateTest","userCreatesProjectWithEmptyName","User should not be able to create project with empty Name",""
"passed","Mon Mar 31 20:53:24 GMT 2025","Mon Mar 31 20:53:24 GMT 2025","65","Surefire suite","Surefire test","org.example.teamcity.api.project.ProjectCreateTest","org.example.teamcity.api.project.ProjectCreateTest","userCreatesProjectWithInvalidId","User should not be able to create project with invalid Id",""
"passed","Mon Mar 31 20:53:14 GMT 2025","Mon Mar 31 20:53:14 GMT 2025","69","Surefire suite","Surefire test","org.example.teamcity.api.project.ProjectCreateTest","org.example.teamcity.api.project.ProjectCreateTest","unauthorizedUserCreatesProject","Project creation should not be available without authorization",""
"passed","Mon Mar 31 20:53:14 GMT 2025","Mon Mar 31 20:53:14 GMT 2025","109","Surefire suite","Surefire test","org.example.teamcity.api.project.ProjectCreateTest","org.example.teamcity.api.project.ProjectCreateTest","userCreatesCopyOfNonExistingProject","User should not be able to create a copy of non existing project",""
"passed","Mon Mar 31 20:53:13 GMT 2025","Mon Mar 31 20:53:14 GMT 2025","483","Surefire suite","Surefire test","org.example.teamcity.api.BuildTypeTest","org.example.teamcity.api.BuildTypeTest","userCreatesBuildTypeWithNonUniqueIdTest","User should not be able to create build type with non-unique id",""
"passed","Mon Mar 31 20:53:15 GMT 2025","Mon Mar 31 20:53:15 GMT 2025","162","Surefire suite","Surefire test","org.example.teamcity.api.project.ProjectCreateTest","org.example.teamcity.api.project.ProjectCreateTest","userCreatesCopyWithEmptyInfo","User should not be able to create a copy with empty info about source project",""
"passed","Mon Mar 31 20:53:23 GMT 2025","Mon Mar 31 20:53:23 GMT 2025","66","Surefire suite","Surefire test","org.example.teamcity.api.project.ProjectCreateTest","org.example.teamcity.api.project.ProjectCreateTest","userCreatesProjectWithInvalidId","User should not be able to create project with invalid Id",""
"passed","Mon Mar 31 20:53:20 GMT 2025","Mon Mar 31 20:53:20 GMT 2025","98","Surefire suite","Surefire test","org.example.teamcity.api.project.ProjectCreateTest","org.example.teamcity.api.project.ProjectCreateTest","userCreatesProjectWithIdRepeatingSymbols","User should be able to create a project if id includes repeating symbols",""
"passed","Mon Mar 31 20:53:21 GMT 2025","Mon Mar 31 20:53:21 GMT 2025","67","Surefire suite","Surefire test","org.example.teamcity.api.project.ProjectCreateTest","org.example.teamcity.api.project.ProjectCreateTest","userCreatesProjectWithInvalidId","User should not be able to create project with invalid Id",""
"passed","Mon Mar 31 20:53:23 GMT 2025","Mon Mar 31 20:53:24 GMT 2025","44","Surefire suite","Surefire test","org.example.teamcity.api.project.ProjectCreateTest","org.example.teamcity.api.project.ProjectCreateTest","userCreatesProjectWithInvalidId","User should not be able to create project with invalid Id",""
"passed","Mon Mar 31 20:53:19 GMT 2025","Mon Mar 31 20:53:19 GMT 2025","73","Surefire suite","Surefire test","org.example.teamcity.api.project.ProjectCreateTest","org.example.teamcity.api.project.ProjectCreateTest","userCreatesProjectWithEmptyParentLocator","User should not be able to create project with empty parent locator",""
"passed","Mon Mar 31 20:53:26 GMT 2025","Mon Mar 31 20:53:26 GMT 2025","83","Surefire suite","Surefire test","org.example.teamcity.api.project.ProjectCreateTest","org.example.teamcity.api.project.ProjectCreateTest","userCreatesProjectWithInvalidId","User should not be able to create project with invalid Id",""
"passed","Mon Mar 31 20:53:30 GMT 2025","Mon Mar 31 20:53:31 GMT 2025","706","Surefire suite","Surefire test","org.example.teamcity.api.project.ProjectCreateTest","org.example.teamcity.api.project.ProjectCreateTest","userCreatesProjectWithSameIdDifferentCase","User should not be able to create project with duplicate Id (different case)",""
"passed","Mon Mar 31 20:53:28 GMT 2025","Mon Mar 31 20:53:28 GMT 2025","80","Surefire suite","Surefire test","org.example.teamcity.api.project.ProjectCreateTest","org.example.teamcity.api.project.ProjectCreateTest","userCreatesProjectWithInvalidId","User should not be able to create project with invalid Id",""
"passed","Mon Mar 31 20:53:29 GMT 2025","Mon Mar 31 20:53:29 GMT 2025","205","Surefire suite","Surefire test","org.example.teamcity.api.project.ProjectCreateTest","org.example.teamcity.api.project.ProjectCreateTest","userCreatesProjectWithNullId","User should be able to create project with Id = null",""
"passed","Mon Mar 31 20:53:31 GMT 2025","Mon Mar 31 20:53:31 GMT 2025","119","Surefire suite","Surefire test","org.example.teamcity.api.project.ProjectCreateTest","org.example.teamcity.api.project.ProjectCreateTest","userCreatesProjectWithSameName","User should not be able to create project with duplicate Name (same case)",""
"passed","Mon Mar 31 20:53:18 GMT 2025","Mon Mar 31 20:53:19 GMT 2025","157","Surefire suite","Surefire test","org.example.teamcity.api.project.ProjectCreateTest","org.example.teamcity.api.project.ProjectCreateTest","userCreatesProjectWithDifferentRoles","User should not be able to create project without privileged role",""
"passed","Mon Mar 31 20:53:10 GMT 2025","Mon Mar 31 20:53:12 GMT 2025","2410","Surefire suite","Surefire test","org.example.teamcity.api.BuildTypeTest","org.example.teamcity.api.BuildTypeTest","userCreatesBuildTypeTest","User should be able to create build type",""
"passed","Mon Mar 31 20:53:23 GMT 2025","Mon Mar 31 20:53:23 GMT 2025","66","Surefire suite","Surefire test","org.example.teamcity.api.project.ProjectCreateTest","org.example.teamcity.api.project.ProjectCreateTest","userCreatesProjectWithInvalidId","User should not be able to create project with invalid Id",""
